CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,MODALIDAD,JORNADA,PLAN,DEPARTAMENTO_FINAL
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3A. CALLE 6-04 ZONA 2 CANTON CALVARIO,79242042,MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,57701693,MARIA FERNANDA AGUILAR REYES,HÉCTOR ADÁN JUÁREZ MORALES,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,JALAPA
17-01-0064-46,17-001,PETEN,FLORES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA IXLU,40815948,RODOLFO MEDINA,VICENTE AVELAR HERNÁNDEZ,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-0081-46,17-030,PETEN,FLORES,COLEGIO DE EDUCACION MEDIA SAN ISIDRO,"ALDEA IXLU, FLORES",55164373,RODOLFO MEDINA,RUTILIA SALGUERO CASTRO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0091-46,17-030,PETEN,FLORES,COLEGIO CRISTIANO EL-HASHAMAYIM,"7A. AVENIDA 1-65 ZONA 2, SANTA ELENA DE LA CRUZ SANTA ELENA DE LA CRUZ FLORES",79261812,RODOLFO MEDINA,JORGE ULICES RUANO CANO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-0106-46,17-001,PETEN,FLORES,INSTITUTO TECNICO DE EDUCACION MEDIA DE PETEN ITEMP,6TA. AVE. ENTRE 3RA. Y 4TA. CALLE ZONA 1 SANTA ELENA,50357085,RODOLFO MEDINA,GLADIS CELENI ZAMORA MORALES DE CHOC,OFICIAL,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-01-0110-46,17-030,PETEN,FLORES,CENTRO EDUCATIVO CRISTIANO GÉNESIS,ALDEA PAXCAMAN,50174360,RODOLFO MEDINA,ALMEIDA ESTER BIN TENI,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-0124-46,17-030,PETEN,FLORES,COLEGIO DE EDUCACIÓN MEDIA SAN ISIDRO,CASERIO IXLU,57817572,RODOLFO MEDINA,ORISELDA GUTIÉRREZ MOLINA,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-0128-46,17-030,PETEN,FLORES,INSTITUTO COMERCIAL VILLA CONCEPCION,"AVENIDA ZONA 2, DE LA PRIMERA LOTIFICACION SANTA ELENA, FLORES, PETEN",74248180,RODOLFO MEDINA,BÁRBARA MARIANELA MELGAR CEBALLOS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-01-0136-46,17-030,PETEN,FLORES,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.,"0 CALLE 0-65 ZONA 1, CALZADA VIRGILIO RODRIGUEZ MACAL SANTA ELENA DE LA CRUZ",79262016,RODOLFO MEDINA,OLGA MARINA VÉLIZ PALENCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,PETÉN
17-01-0139-46,17-030,PETEN,FLORES,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,8ª. AVENIDA 3-14 ANTIGUA POBLACION 2 SANTA ELENA DE LA CRUZ SANTA ELENA DE LA CRUZ FLORES,77970526,RODOLFO MEDINA,CARLOS ENRIQUE AUGUST VELIZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-01-0153-46,17-048,PETEN,FLORES,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA-PRONEA-,SANTA ELENA,79262583,SANTIAGO CRUZ SERRANO,SANTIAGO CRUZ SERRANO,OFICIAL,RURAL,MONOLINGUE,DOBLE,VIRTUAL,PETÉN
17-01-0155-46,17-030,PETEN,FLORES,COLEGIO CRISTIANO EL HASHAMAYIM,SANTA ELENA DE LA CRUZ,79261812,RODOLFO MEDINA,JORGE ULICES RUANO CANO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-01-0156-46,17-001,PETEN,FLORES,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENTAL,5TA.CALLE Y 3RA AV.ZONA 2 SANTA ELENA,58015134,RODOLFO MEDINA,MAYKON JOSE TE MAQUIN,OFICIAL,RURAL,MONOLINGUE,DOBLE,VIRTUAL,PETÉN
17-01-0159-46,17-030,PETEN,FLORES,COLEGIO DE EDUCACION MEDIA SAN ISIDRO,ALDEA IXLU,55164373,RODOLFO MEDINA,RUTILIA SALGUERO CASTRO,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-01-0161-46,17-030,PETEN,FLORES,CENTRO EDUCATIVO MODELO,COLONIA MORALES,59893637,RODOLFO MEDINA,FRANCISCO VALENTIN SOZA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-01-0163-46,17-030,PETEN,FLORES,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL -IMEF-,"4ª. AVENIDA 3RA CALLE ZONA 2, SANTA ELENA, FLORES",41118747,RODOLFO MEDINA,ESTHER NOEMI PINELO RAMÍREZ,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-01-0165-46,17-030,PETEN,FLORES,CENTRO EDUCATIVO CRISTIANO GÉNESIS,ALDEA PAXCAMAN,50174360,RODOLFO MEDINA,ALMEIDA ESTER BIN TENI,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-01-0167-46,17-001,PETEN,FLORES,"INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD",CENTRO DE DETENCION DEPARTAMENTAL,49663881,RODOLFO MEDINA,DAVID OTONIEL GARCIA POLANCO,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-0172-46,17-001,PETEN,FLORES,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO B0KOBA,COLONIA MODELO,533290,RODOLFO MEDINA,MYNOR ROBERTO PORTILLO ROSADO,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,PETÉN
17-01-0173-46,17-001,PETEN,FLORES,INSTITUTODE EDUCACION DIVERSIFICADA BOKOBA,COLONIA MODELO,53329066,RODOLFO MEDINA,MYNOR ROBERTO PORTILLO ROSADO,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0174-46,17-001,PETEN,FLORES,CENTRO EDUCATIVO PETEN,0 CALLE-3-50 ZONA 1 CALZADA VIRGIO RODRIGUEZ MACAL,42509151,RODOLFO MEDINA,KARLA YAMILETH NAJERA ARIAS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-01-0485-46,17-001,PETEN,FLORES,ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO,BARRIO SANTA ELENA,78425736,RODOLFO MEDINA,VAYRON ANTONIO CONTRERAS POZADAS,OFICIAL,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-1049-46,17-030,PETEN,FLORES,LICEO MAYA,"3A. AVE. 1-77 ZONA 1 SANTA ELENA, FLORES, PETEN",46613691,RODOLFO MEDINA,ALICIA BEATRIZ GONGORA INECO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-2434-46,17-030,PETEN,FLORES,LICEO MODERNO EN COMPUTACION (LIMCO),"CALZADA VIRGILIO RODRIGUEZ MACAL 6-40 ZONA 2 SANTA ELENA DE LA CRUZ, FLORES PETEN.",79261015,RODOLFO MEDINA,NERY GÛILBERTO RALDA MALDONADO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-3414-46,17-030,PETEN,FLORES,COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN (CIEPP),ALDEA IXLU,30628346,RODOLFO MEDINA,LUBIA ROXANA JIMÉNEZ RIVERA,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-3447-46,17-001,PETEN,FLORES,ESCUELA NORMAL DE EDUCACION FISICA,COMPLEJO DEPORTIVO MAYA,36105564,RODOLFO MEDINA,ROSBEL STANLY MORALES DE LEON,OFICIAL,URBANA,MONOLINGUE,DOBLE,REGULAR,PETÉN
17-01-3949-46,17-030,PETEN,FLORES,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER,"0 CALLE 0-65 ZONA 1 CALZADA VIRGILIO RODRÍGUEZ MACAL, SANTA ELENA DE LA CRUZ",79262016,RODOLFO MEDINA,OLGA MARINA VÉLIZ PALENCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,PETÉN
17-01-3993-46,17-001,PETEN,FLORES,CENTRO EDUCATIVO PETEN-CEP-,SANTA ELENA DE LA CRUZ,42509151,RODOLFO MEDINA,KARLA YAMILETH NÁJERA ARIAS,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-01-4075-46,17-030,PETEN,FLORES,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,"4ª. AVENIDA 3RA CALLE ZONA 2, SANTA ELENA, FLORES",79248505,RODOLFO MEDINA,ESTHER NOEMI PINELO RAMÍREZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-02-0003-46,17-002,PETEN,SAN JOSE,ESCUELA ECOLOGICA SAN JOSE,BARRIO NORTE,42479181,LILIA SAUDITA SUNTECUN CHAN,MARLENY ESMERALDA CHAN TESUCUN,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-02-0011-46,17-002,PETEN,SAN JOSE,ESCUELA PRIVADA DE MAGISTERIO SAN JOSÉ,BARRIO VISTA LAGO,59882736,LILIA SAUDITA SUNTECUN CHAN,ARELI MAGALI CHAN TESUCÚN,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-02-0013-46,17-002,PETEN,SAN JOSE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL PROGRESO,59882736,LILIA SAUDITA SUNTECUN CHAN,IRIS ARACELY CHAN TESUCUN,OFICIAL,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-0002-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR 5 CALLE Y 2AV. SAN BENITO,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,DAYSI FABIOLA LOPEZ SARCEÑO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-0006-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO BETHANIA,6A. CALLE ZONA 4 BARRIO LA PAZ,78238216,DEYLIN ANTONIO ALVAREZ ALDANA,JORGE ONAN MENDEZ DIAZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-0025-46,17-003,PETEN,SAN BENITO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA ITZA,38140750,DEYLIN ANTONIO ALVAREZ ALDANA,EDVIN FIDEL CORADO REVOLORIO,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-0088-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADO-CEPMEBYD,"COLONIA HERMOSA, SAN BENITO, PETÉN",56903019,DEYLIN ANTONIO ALVAREZ ALDANA,NORLIN ARIEL LÓPEZ DUQUE,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-0089-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR SAN BENITO,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,DAYSI FABIOLA LOPEZ SARCEÑO,PRIVADO,URBANA,MONOLINGUE,DOBLE,REGULAR,PETÉN
17-03-0094-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION,BARRIO EL PEDREGAL,41821593,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL MEJIA FLORES,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-0095-46,17-003,PETEN,SAN BENITO,COLEGIO MADRE ANTONIA LALIA HERMANAS DOMINICAS DE SAN SISTO VECCHIO,"CALZADA FRANCISCO JAVIER LÓPEZ MARROQUIN 22-21, ZONA 9 COLONIA JUAREZ, SAN BENITO, PETEN",33812286,DEYLIN ANTONIO ALVAREZ ALDANA,ANGELA MERECI LEMUS MENDOZA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-0098-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION - LING-,BARRIO EL PEDREGAL,41821593,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL MEJIA FLORES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0099-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION - LING-,BARRIO EL PEDREGAL,41821593,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL MEJIA FLORES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0102-46,17-003,PETEN,SAN BENITO,COLEGIO ADVENTISTA DE PETÉN,"18 CALLE 1A. ZONA 1 SAN BENITO, PETEN",79263234,DEYLIN ANTONIO ALVAREZ ALDANA,EVELYN MARISOL HERNÁNDEZ COLLÍ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-0104-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIIO SAN JUAN,42549357,DEYLIN ANTONIO ALVAREZ ALDANA,EDWIN NOÉ MARROQUÍN HERNÁNDEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0111-46,17-003,PETEN,SAN BENITO,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO IMPEB,"BARRIO VISTA HERMOSA SAN BENITO, PETÉN",30108407,DEYLIN ANTONIO ALVAREZ ALDANA,HÉCTOR AMILCAR HERNÁNDEZ RAMÍREZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0113-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,42549357,DEYLIN ANTONIO ALVAREZ ALDANA,EDWIN NOÉ MARROQUÍN HERNÁNDEZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0115-46,17-003,PETEN,SAN BENITO,LICEO DE CIENCIAS TECNICAS EL REDENTOR,BARRIO 3 DE ABRIL,47981031,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL MEJIA FLORES,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0120-46,17-003,PETEN,SAN BENITO,COLEGIO PRIVADO MIXTO EL FORMADOR,BARRIO 3 DE ABRIL,41674267,DEYLIN ANTONIO ALVAREZ ALDANA,JUAN CARLOS MONZON LUTIN,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0121-46,17-030,PETEN,SAN BENITO,COLEGIO PRIVADO MIXTO EL FORMADOR,BARRIO 3 DE ABRIL,4167076,RODOLFO MEDINA,JUAN CARLOS MONZON LUTIN,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0124-46,17-003,PETEN,SAN BENITO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"BARRIO VALLE NUEVO, SAN BENITO, PETÉN",59979542,DEYLIN ANTONIO ALVAREZ ALDANA,ALMA DELIA CHUN AREVALO,OFICIAL,RURAL,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-0128-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,HUSWER LANDREWS SARCEÑO MARTINEZ,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0130-46,17-003,PETEN,SAN BENITO,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO IMPEB,"BARRIO VISTA HERMOSA SAN BENITO, PETÉN",30108407,DEYLIN ANTONIO ALVAREZ ALDANA,HÉCTOR AMILCAR HERNÁNDEZ RAMÍREZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0131-46,17-003,PETEN,SAN BENITO,LICEO PALERMO,17 CALLE 5-62 ZONA 1,79262965,DEYLIN ANTONIO ALVAREZ ALDANA,MANUEL TRINIDAD BURGOS,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0134-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO-CEPMEBYD-,BARRIIO VISTA HERMOSA,56903019,DEYLIN ANTONIO ALVAREZ ALDANA,NORLIN ARIEL LÓPEZ DUQUE,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-0135-46,17-003,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES-CECON,BARRIO LA ERMITA,31272478,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL GÓNGORA PINELO,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0139-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO POR MADUREZ PROFA. MILDRED GUADALUPE AGUILAR MELÉNDEZ,BARRIIO 3 DE ABRIL,36850553,DEYLIN ANTONIO ALVAREZ ALDANA,CARLOS ERWIN MIS REQUENA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0141-46,17-003,PETEN,SAN BENITO,COLEGIO PRIVADO MIXTO EL FORMADOR,BARRIO 3 DE ABRIL,41670768,DEYLIN ANTONIO ALVAREZ ALDANA,JUAN CARLOS MONZÓN LUTIN,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0143-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,42549357,DEYLIN ANTONIO ALVAREZ ALDANA,EDWIN NOÉ MARROQUÍN HERNÁNDEZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0145-46,17-003,PETEN,SAN BENITO,LICEO DE CIENCIAS TÉCNICAS EL REDENTOR,BARRIO 3 DE ABRIL,47981031,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL MEJIA FLORES,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-03-0146-46,17-003,PETEN,SAN BENITO,CENTRO EDUCACINAL DE CIENCIAS CONTABLES. CECCON,BARRIO LA ERMITA,3127247,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL GÓNGORA PINELO,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-2832-46,17-030,PETEN,SAN BENITO,LICEO PALERMO,16 CALLE 5-62 ZONA 1,79262965,RODOLFO MEDINA,MANUEL TRINIDAD BURGOS,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-2834-46,17-030,PETEN,SAN BENITO,LICEO PALERMO,16 CALLE 7-50 ZONA 1,79262965,RODOLFO MEDINA,MANUEL TRINIDAD BURGOS,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-2837-46,17-030,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,2A. AVE. 5-33 ZONA 1,79252567,RODOLFO MEDINA,MIGUEL ANGEL GÓNGORA PINELO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-3832-46,17-003,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,BARRIO LA ERMITA,79262567,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL GÓNGORA PINELO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-3992-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR 5 CALLE Y 2AV.,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,CASTA TANAIRI MORE FLORES,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,PETÉN
17-03-3996-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO POR MADUREZ PROFA. MILDRED GUADALUPE AGUILAR MELENDEZ CEPMMA,BARRIO 3 DE ABRIL,36850553,DEYLIN ANTONIO ALVAREZ ALDANA,CARLOS ERWIN MIS REQUENA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-4111-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR SAN BENITO,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,DAYSI FABIOLA LOPEZ SARCEÑO,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-03-4112-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR SAN BENITO,79263476,DEYLIN ANTONIO ALVAREZ ALDANA,HUSWER LANDREWS SARCEÑO MARTINEZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-4113-46,17-003,PETEN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,"3A. AVENIDA 5-38 ZONA 1 BARRIO LA ERMITA SAN BENITO, PETEN",78425778,DEYLIN ANTONIO ALVAREZ ALDANA,MIGUEL ANGEL GÓNGORA PINELO,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-04-0002-46,17-004,PETEN,SAN ANDRES,INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA,ALDEA SACPUY,40080043,CARLOS MANUEL TESUCUN QUETZAL,NOE AROLDO QUIXCHAN MORALES,COOPERATIVA,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-04-0099-46,17-002,PETEN,SAN ANDRES,CENTRO EDUCATIVO DE FORMACION INTEGRAL- CEFI-,CASERIO CRUCE DOS AGUADAS,46837126,LILIA SAUDITA SUNTECUN CHAN,WILMER ACUÑA ALVARADO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-04-0103-46,17-004,PETEN,SAN ANDRES,COLEGIO LIDERES DEL MAÑANA,BARRIO COROZAL SACPUY,31807694,CARLOS MANUEL TESUCUN QUETZAL,EDUARDO LEMUS CUNIL,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-04-0104-46,17-004,PETEN,SAN ANDRES,INSTITUTO DE EDUCACIÓN DIVERSIFICADA,BARRIO NORTE,48570172,CARLOS MANUEL TESUCUN QUETZAL,ONELIA ROSSIVEL CHOC MORALES,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-04-0112-46,17-004,PETEN,SAN ANDRES,CENTRO EDUCATIVO LIDERES DEL MAÑANA,BARRIO COROZAL ALDEA SACPUY,53585684,CARLOS MANUEL TESUCUN QUETZAL,GEORGINA ELENA PANTY CANO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-04-0116-46,17-002,PETEN,SAN ANDRES,INSTITUTO DE EDUCACION DIVERSIFICADA,CASERIO CRUCE DOS AGUADAS,57336718,LILIA SAUDITA SUNTECUN CHAN,MARVIN JOEL BA CHUB,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-04-0117-46,17-004,PETEN,SAN ANDRES,LICEO SACPUY -LISAC-,"BARRIO EL CENTRO, ALDEA SACPUY SAN ANDRÉS",31193946,CARLOS MANUEL TESUCUN QUETZAL,WALKIRIA BERSABIT RAMOS PANTÍ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-04-0119-46,17-002,PETEN,SAN ANDRES,CENTRO EDUCATIVO DE FORMACION INTEGRAL-CEFI-,CASERIO CRUCE DOS AGUADAS,58180976,LILIA SAUDITA SUNTECUN CHAN,WILMER ACUÑA ALVARADO,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,PETÉN
17-04-0122-46,17-004,PETEN,SAN ANDRES,LICEO SACPUY- LISAC-,BARRIO EL CENTRO ALDEA SACPUY SAN ANDRÉS,31193946,CARLOS MANUEL TESUCUN QUETZAL,WALKIRIA BERSABIT RAMOS PANTÍ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-04-0124-46,17-004,PETEN,SAN ANDRES,COLEGIO TECNOLOGICO NUEVA GENERACION,ALDEA SACPUY,53585684,CARLOS MANUEL TESUCUN QUETZAL,AURIA ADILENE VANEGAS QUETZAL,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-05-0168-46,17-029,PETEN,LA LIBERTAD,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,NUEVA LOTIFICACION,41855731,WILBER NERY KILKAN ROSADO,HELLY ARLENE KILKÁN ROSADO,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
17-05-0186-46,17-007,PETEN,LA LIBERTAD,COLEGIO PRIVADO MIXTO MAYEN,"CASERIO NUEVO EDEN, LA LIBERTAD, PETÉN",30405807,ARIEL ESAU PELAEZ,MARTHA BEATRIZ MAYEN GALLARDO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-05-0198-46,17-029,PETEN,LA LIBERTAD,ESCUELA NORMAL CENTRAL,BARRIO EL CENTRO LA LIBERTAD,46721701,WILBER NERY KILKAN ROSADO,ALMA AZUCENA PINELO ORTIZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,PETÉN
